gene,ES2,JHOC5,MOLM13,MV411,TOV21G
ACIN1,0.8699965747345753,3.05211447642373,1.1700663493062566,1.0166009583565438,3.3332469490623424
ACKR1,1.5066373431557145,0.6262575571072111,0.9236294041351457,0.5867589206977775,1.2890261720052172
ACKR2,1.0450920710226455,0.6768405837635124,0.8157932497856407,0.5185550399583219,1.4068505466509953
ACKR3,0.7910813332913204,0.8512635708976608,0.7988663742063062,0.5175617431653846,2.1537055566315177
ACLY,0.7831758169399302,0.48737878035820736,1.428545374288463,0.9443567747411326,3.6510648429946966
ACMSD,0.8746213553461364,0.732829565947697,1.0292559539054482,0.4262913983578137,1.1189589817698
ACO1,0.6924087870426868,0.9904169755255394,0.9009061734534995,0.24003424860253345,1.583387700892998
ACO2,0.4512423807810543,3.132057793490392,1.8910155024168385,1.6094974359499583,3.0140770137927047
ACOD1,0.9246105258597057,0.672907285285533,1.1340158836590577,0.67158533602382,1.5688944846848658
ACOT11,1.545165568435421,1.2227063515315122,1.1962168411558733,0.9963962803110034,2.7552159416036734
ACOT12,0.6240916350914034,0.5009565971039253,1.3565177694109347,0.29146337732600064,1.713949028889686
ACOT13,0.7000420546828451,1.19325523112702,2.028312450332588,0.21876256189778068,3.132568372242659
ACOT2,1.4942172615723825,0.7704577983243992,0.9091502996107373,0.34060397557297983,0.9198003571696652
ACOT4,0.4622785179822366,0.7569651166701221,1.0579273049038787,0.7229523508773604,2.1621659271017153
ACOT6,2.3296986140749056,0.6185486088829771,0.8850729509418598,0.673989386834358,2.6175625877025164
ACOT7,1.340398257391435,0.6052982204131042,0.7921910610820391,0.3499634661396577,2.392695600090861
ACOT8,0.5041857738097415,1.1533493276705622,0.8885051234973499,0.36019918339110785,3.888449458452376
ACOT9,0.5292128041270348,0.6225980714405157,1.6867825165467871,0.14881100784587628,2.2163589631721394
ACOX1,0.5539740677762066,2.845961650235451,0.801868383461012,0.6333376726740787,2.2709232205583523
ACOX2,1.0655686356475484,0.7431269275600204,0.822138985470233,0.5899853335194147,3.5004426565193505
ACOX3,0.6256295350505693,0.9090324874178702,0.8444523570497638,0.48559030269589554,1.6247893551553256
ACOXL,1.192159918607039,1.1816837329694008,0.7715757289811703,0.21983124052387581,3.0911296285906755
ACP1,0.48193032609929,0.6095727915649118,0.49508295634350213,0.2777570925593494,2.496890914814237
ACP2,0.514565493021803,0.8034252670943722,0.5730846293832129,0.4286634203887509,2.028095477072739
ACP3,0.926800913462172,0.8457148377849698,0.5949494640736571,0.6806362455957609,2.364278005443603
